value,fixed,table_name,column_name,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values (",,,,,,,,
Europe:France:Grand Est:Strasbourg,Europe:France:Grand Est:Strasbourg,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Strasbourg','Europe:France:Grand Est:Strasbourg'",,,,,,,,
Europe:France:Grand Est:Reims,Europe:France:Grand Est:Reims,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Reims','Europe:France:Grand Est:Reims'",,,,,,,,
Europe:France:Grand Est:Woippy,Europe:France:Grand Est:Woippy,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Woippy','Europe:France:Grand Est:Woippy'",,,,,,,,
Europe:France:Grand Est:Spicheren,Europe:France:Grand Est:Spicheren,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Spicheren','Europe:France:Grand Est:Spicheren'",,,,,,,,
Europe:France:Grand Est:Gondrecourt-le-chateau,Europe:France:Grand Est:Gondrecourt-le-chateau,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Gondrecourt-le-chateau','Europe:France:Grand Est:Gondrecourt-le-chateau'",,,,,,,,
Europe:France:Grand Est:Ham sous Varsberg,Europe:France:Grand Est:Ham sous Varsberg,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Ham sous Varsberg','Europe:France:Grand Est:Ham sous Varsberg'",,,,,,,,
Europe:France:Grand Est:Nancy,Europe:France:Grand Est:Nancy,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Grand Est:Nancy','Europe:France:Grand Est:Nancy'",,,,,,,,
Europe:France:Hauts de France:Compi̬gne,Europe:France:Hauts de France:Compiegne,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Compi̬gne','Europe:France:Hauts de France:Compiegne'",,,,,,,,
Europe:France:Hauts de France:Cr̩py en Valois,Europe:France:Hauts de France:Crepy en Valois,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Cr̩py en Valois','Europe:France:Hauts de France:Crepy en Valois'",,,,,,,,
Europe:France:Hauts de France:Chateau-Thierry,Europe:France:Hauts de France:Chateau-Thierry,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Chateau-Thierry','Europe:France:Hauts de France:Chateau-Thierry'",,,,,,,,
Europe:France:Hauts de France:Crouy en Thelle,Europe:France:Hauts de France:Crouy en Thelle,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Crouy en Thelle','Europe:France:Hauts de France:Crouy en Thelle'",,,,,,,,
Europe:France:Hauts de France:Chateau-thierry,Europe:France:Hauts de France:Chateau-thierry,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Chateau-thierry','Europe:France:Hauts de France:Chateau-thierry'",,,,,,,,
Europe:France:Hauts de France:Nogent-l'Artaud,Europe:France:Hauts de France:Nogent-l'Artaud,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Nogent-l'Artaud','Europe:France:Hauts de France:Nogent-l'Artaud'",,,,,,,,
Europe:France:Ile de France:Paris,Europe:France:Ile de France:Paris,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Paris','Europe:France:Ile de France:Paris'",,,,,,,,
Europe:France:Ile de France:Pontoise,Europe:France:Ile de France:Pontoise,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Pontoise','Europe:France:Ile de France:Pontoise'",,,,,,,,
Europe:France:Ile de France:Garches,Europe:France:Ile de France:Garches,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Garches','Europe:France:Ile de France:Garches'",,,,,,,,
Europe:France:Ile de France:Longjumeau,Europe:France:Ile de France:Longjumeau,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Longjumeau','Europe:France:Ile de France:Longjumeau'",,,,,,,,
Europe:France:Ile de France:Levallois-Perret,Europe:France:Ile de France:Levallois-Perret,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Levallois-Perret','Europe:France:Ile de France:Levallois-Perret'",,,,,,,,
Europe:France:Ile de France:Saint Germain en Laye,Europe:France:Ile de France:Saint Germain en Laye,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Saint Germain en Laye','Europe:France:Ile de France:Saint Germain en Laye'",,,,,,,,
Europe:France:Ile de France:Meudon la For̻t,Europe:France:Ile de France:Meudon la Foret,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Meudon la For̻t','Europe:France:Ile de France:Meudon la Foret'",,,,,,,,
Europe:France:Ile de France:Vanves,Europe:France:Ile de France:Vanves,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Vanves','Europe:France:Ile de France:Vanves'",,,,,,,,
Europe:France:Ile de France:Orsay,Europe:France:Ile de France:Orsay,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Orsay','Europe:France:Ile de France:Orsay'",,,,,,,,
Europe:France:Ile de France:Gennevilliers,Europe:France:Ile de France:Gennevilliers,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Gennevilliers','Europe:France:Ile de France:Gennevilliers'",,,,,,,,
Europe:France:Ile de France:Saint-Thibault-des-Vignes,Europe:France:Ile de France:Saint-Thibault-des-Vignes,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Saint-Thibault-des-Vignes','Europe:France:Ile de France:Saint-Thibault-des-Vignes'",,,,,,,,
Europe:France:Ile de France:Asni̬res-sur-Seine,Europe:France:Ile de France:Asnieres-sur-Seine,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Asni̬res-sur-Seine','Europe:France:Ile de France:Asnieres-sur-Seine'",,,,,,,,
Europe:France:Ile de France:Noisy le Roi,Europe:France:Ile de France:Noisy le Roi,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Noisy le Roi','Europe:France:Ile de France:Noisy le Roi'",,,,,,,,
Europe:France:Ile de France:Le Pecq,Europe:France:Ile de France:Le Pecq,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Le Pecq','Europe:France:Ile de France:Le Pecq'",,,,,,,,
Europe:France:Ile de France:Juvisy-sur-Orge,Europe:France:Ile de France:Juvisy-sur-Orge,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Juvisy-sur-Orge','Europe:France:Ile de France:Juvisy-sur-Orge'",,,,,,,,
Europe:France:Ile de France:Seine-Port,Europe:France:Ile de France:Seine-Port,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Seine-Port','Europe:France:Ile de France:Seine-Port'",,,,,,,,
Europe:France:Ile de France:Guyancourt,Europe:France:Ile de France:Guyancourt,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Guyancourt','Europe:France:Ile de France:Guyancourt'",,,,,,,,
Europe:France:Ile de France:Cergy,Europe:France:Ile de France:Cergy,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Cergy','Europe:France:Ile de France:Cergy'",,,,,,,,
Europe:France:Ile de France:Moussy Le Neuf,Europe:France:Ile de France:Moussy Le Neuf,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Moussy Le Neuf','Europe:France:Ile de France:Moussy Le Neuf'",,,,,,,,
Europe:France:Ile de France:Montigny le Bretonneux,Europe:France:Ile de France:Montigny le Bretonneux,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Montigny le Bretonneux','Europe:France:Ile de France:Montigny le Bretonneux'",,,,,,,,
Europe:France:Hauts de France:Pontoise,Europe:France:Hauts de France:Pontoise,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Hauts de France:Pontoise','Europe:France:Hauts de France:Pontoise'",,,,,,,,
Europe:France:Ile de France:Colombes,Europe:France:Ile de France:Colombes,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Ile de France:Colombes','Europe:France:Ile de France:Colombes'",,,,,,,,
Europe:France:Toulouse:,Europe:France:Toulouse:-,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Toulouse:','Europe:France:Toulouse:-'",,,,,,,,
Europe:France:Normandie:Rouen,Europe:France:Normandie:Rouen,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Normandie:Rouen','Europe:France:Normandie:Rouen'",,,,,,,,
Europe:France:Normandie:Carentan,Europe:France:Normandie:Carentan,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Normandie:Carentan','Europe:France:Normandie:Carentan'",,,,,,,,
Europe:France:Occitanie:,Europe:France:Occitanie:-,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Occitanie:','Europe:France:Occitanie:-'",,,,,,,,
Europe:France:Pays de la Loire:Nantes,Europe:France:Pays de la Loire:Nantes,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Pays de la Loire:Nantes','Europe:France:Pays de la Loire:Nantes'",,,,,,,,
Europe:France:Auvergne Rhone Alpes:Contamines,Europe:France:Auvergne-Rhone-Alpes:Contamines,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:France:Auvergne Rhone Alpes:Contamines','Europe:France:Auvergne-Rhone-Alpes:Contamines'",,,,,,,,
Asia:China:Fujian:,Asia:China:Fujian:-,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Asia:China:Fujian:','Asia:China:Fujian:-'",,,,,,,,
Asia:China:Anhui:Fuyang,Asia:China:Anhui:Fuyang,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Asia:China:Anhui:Fuyang','Asia:China:Anhui:Fuyang'",,,,,,,,
Africa:Gambia:West Coast Region:,Africa:Gambia:West Coast Region:-,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Africa:Gambia:West Coast Region:','Africa:Gambia:West Coast Region:-'",,,,,,,,
Asia:China:Jiangxi:Ganzhou,Asia:China:Jiangxi:Ganzhou,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Asia:China:Jiangxi:Ganzhou','Asia:China:Jiangxi:Ganzhou'",,,,,,,,
Asia:Georgia:Tbilisi:,Asia:Georgia:Tbilisi:-,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Asia:Georgia:Tbilisi:','Asia:Georgia:Tbilisi:-'",,,,,,,,
Europe:Germany:Bavaria:Munich,Europe:Germany:Bavaria:Munich,sample_table,host_geo_origin,"insert into harmonization_table (table_name, column_name, valid_value, final_value) values ('sample_table','host_geo_origin','Europe:Germany:Bavaria:Munich','Europe:Germany:Bavaria:Munich'",,,,,,,,
